date,open,close,high,low,volume,amount,change
2025-09-11,2925.66,2983.08,2983.2,2917.81,68326502.0,188495491825.0,1.9626340723118911
2025-09-12,2986.02,2968.54,2998.98,2964.58,61709804.0,177453288323.0,-0.5853946055284298
2025-09-15,2976.35,2962.62,2984.86,2957.72,52551778.0,145698287418.0,-0.46130327414450645
2025-09-16,2969.23,2947.82,2974.95,2942.3,57639416.0,155429554330.0,-0.7210623629695192
2025-09-17,2942.88,2952.78,2960.31,2935.78,56668537.0,155034251533.0,0.3364051541347282
2025-09-18,2959.39,2912.83,2971.56,2890.6,74860029.0,225774171124.0,-1.5732971997607597
2025-09-19,2914.36,2909.74,2930.47,2906.17,57236551.0,163260755856.0,-0.15852537092192953
2025-09-22,2911.02,2922.18,2929.52,2901.12,46979876.0,156401493015.0,0.3833707772533289
2025-09-23,2917.99,2919.51,2938.12,2891.78,62896875.0,168986561106.0,0.052090651441589475
2025-09-24,2908.07,2939.51,2942.59,2908.07,51462065.0,157195056025.0,1.0811294088519208
2025-09-25,2944.73,2952.74,2962.18,2941.87,54322268.0,158667243934.0,0.27201135587981795
2025-09-26,2941.17,2941.02,2962.75,2938.32,48141612.0,150187540181.0,-0.005100011220027776
2025-09-29,2940.04,2973.04,3000.48,2922.01,70632299.0,189968688346.0,1.1224337083849198
2025-09-30,2985.1,2988.94,2992.54,2976.59,59065266.0,175001145599.0,0.12863890656929902
2025-10-09,3004.45,3020.6,3030.72,2984.83,76369809.0,231922670334.0,0.5375359882840484
2025-10-10,3000.56,2974.85,3012.59,2966.58,67283722.0,200180939045.0,-0.8568400565227837
2025-10-13,2917.88,2967.21,2972.19,2917.88,70163467.0,185782713474.0,1.6906109915418017
2025-10-14,2986.58,2961.1,2996.68,2949.91,86183399.0,219194297062.0,-0.8531497565777585
2025-10-15,2962.75,3001.35,3003.0,2958.45,63376996.0,157106107967.0,1.3028436418867575
2025-10-16,2994.22,3019.2,3028.57,2992.55,63410921.0,152079953404.0,0.8342740346400739
2025-10-17,3017.43,2967.77,3022.81,2963.94,62678056.0,148748973205.0,-1.645771401490668
2025-10-20,2984.31,2974.86,2995.02,2967.69,53180976.0,128361668891.0,-0.31665611146294514
2025-10-21,2983.28,3007.26,3014.1,2979.12,55301752.0,147269705357.0,0.8038132525274201
2025-10-22,2987.35,3010.1,3015.17,2987.35,51417563.0,123840808472.0,0.7615445126951981
2025-10-23,3002.0,3026.9,3030.8,2985.43,60206654.0,121208154162.0,0.8294470353097966
2025-10-24,3031.92,3045.82,3052.82,3028.38,55120382.0,155440252644.0,0.45845536821552313
2025-10-27,3064.38,3069.53,3078.78,3052.4,70405039.0,185294640292.0,0.16806009698536378
2025-10-28,3059.88,3050.42,3075.25,3044.56,54626241.0,148719926467.0,-0.3091624508150658
2025-10-29,3049.45,3063.02,3064.56,3048.59,60144586.0,156303440848.0,0.44499827837807354
2025-10-30,3053.79,3046.61,3076.87,3043.57,65736103.0,184730170077.0,-0.2351176734483981
2025-10-31,3046.18,3011.55,3046.24,3011.55,69318922.0,169286263811.0,-1.1368336736502653
2025-11-03,3009.16,3016.35,3017.45,2990.28,54900375.0,134637115733.0,0.23893711201797363
2025-11-04,3014.83,3012.97,3029.92,2999.25,55980900.0,131057968103.0,-0.061695020946458914
2025-11-05,2985.76,3007.97,3018.35,2981.82,46871754.0,117448115257.0,0.7438642087776506
2025-11-06,3015.35,3044.74,3049.49,3012.44,50629447.0,143933861922.0,0.9746795562704123
2025-11-07,3036.01,3038.35,3050.01,3034.72,47669347.0,119848197717.0,0.0770748449445058
2025-11-10,3043.51,3053.86,3054.55,3030.23,49079644.0,139907225376.0,0.340067882149226
2025-11-11,3059.76,3034.63,3060.28,3023.92,41042551.0,118061083592.0,-0.8213062462415387
2025-11-12,3035.03,3044.3,3059.95,3035.03,57517235.0,136890420335.0,0.30543355419880464
2025-11-13,3044.92,3073.67,3075.21,3044.92,54126408.0,132480841554.0,0.9441955782089513
2025-11-14,3058.12,3038.43,3073.71,3037.88,48802756.0,120375771414.0,-0.6438596261755606
2025-11-17,3033.02,3012.07,3037.23,3001.2,48233902.0,111804667199.0,-0.6907306908625667
2025-11-18,3005.74,3003.02,3023.03,2995.17,43587327.0,106201113948.0,-0.09049352239381317
2025-11-19,3004.65,3020.35,3033.22,3004.2,48200355.0,99551462269.0,0.522523422029182
2025-11-20,3030.04,3008.29,3038.91,3004.24,54043554.0,100981681523.0,-0.7178123061081702
2025-11-21,2989.87,2955.85,2998.81,2953.46,60393126.0,126324510523.0,-1.1378421135367083
2025-11-24,2967.16,2950.56,2970.2,2942.29,50801706.0,110270571780.0,-0.5594575284110028
2025-11-25,2963.69,2968.2,2974.77,2952.35,42405177.0,98032091777.0,0.1521751600201021
2025-11-26,2969.78,2971.8,2979.98,2968.02,40057977.0,97257763384.0,0.06801850642135046
2025-11-27,2976.08,2972.27,2988.2,2965.55,39287797.0,105106127419.0,-0.12802075213031724
2025-11-28,2969.23,2969.62,2973.32,2954.71,37274314.0,85031499552.0,0.013134718428679243
2025-12-01,2975.27,2993.68,2994.45,2972.79,46519461.0,112812937206.0,0.6187673723729226
2025-12-02,2992.38,2978.47,2994.71,2970.95,33481828.0,79166109686.0,-0.4648473790093607
2025-12-03,2976.11,2963.08,2983.61,2957.79,38519732.0,85494993469.0,-0.4378198386484438
2025-12-04,2968.56,2974.34,2980.24,2958.61,36282556.0,88622457881.0,0.19470719810279058
2025-12-05,2970.62,3002.01,3010.72,2969.09,44603491.0,110447295446.0,1.0566817701355382
2025-12-08,3006.63,3019.36,3030.57,3005.38,44895792.0,125238996681.0,0.42339762458300545
2025-12-09,3012.24,2997.96,3015.45,2991.65,43425923.0,110095086662.0,-0.4740658114891159
2025-12-10,2994.15,2988.64,2996.21,2970.59,41511589.0,101333842347.0,-0.18402551642370013
2025-12-11,2995.63,2977.03,2998.98,2966.18,39399027.0,96980569944.0,-0.6209044508166865
2025-12-12,2981.97,2994.64,2994.87,2965.69,57188912.0,137257733506.0,0.4248869036241167
2025-12-15,2979.76,2987.07,3015.39,2978.13,38490227.0,111134261218.0,0.24532177088087445
2025-12-16,2980.94,2954.79,2986.08,2946.6,38302165.0,103323964583.0,-0.8772400652143315
2025-12-17,2955.47,2991.68,3005.87,2948.74,38500743.0,107470290057.0,1.225185841845799
